264900	5	5	1106496000000
225527	5	4	1106150400000
1561960	12	1	1106150400000
503235	65	2	1107100800000
740936	97	4	1106064000000
2418086	97	3	1104508800000
1753554	97	4	1105372800000
2107483	101	5	1104854400000
2392672	104	5	1104681600000
110308	104	3	1106150400000
1561960	104	1	1106150400000
1730470	106	4	1104854400000
1362065	125	3	1105372800000
2225399	125	3	1107014400000
1121800	157	4	1105113600000
177755	166	3	1106841600000
1561960	166	1	1106928000000
2304251	171	3	1105027200000
2160787	171	4	1105027200000
1816485	171	5	1105286400000
1272379	180	1	1105113600000
1273272	180	5	1106064000000
1561960	180	1	1106150400000
552103	187	3	1106150400000
1234398	187	3	1105200000000
1009885	187	5	1106064000000
1101486	187	3	1104768000000
1820859	187	2	1105113600000
2147527	187	1	1106755200000
225527	187	2	1105027200000
1106240	187	5	1106064000000
326545	187	4	1105372800000
117758	187	3	1106064000000
1776294	187	2	1106150400000
552103	189	4	1106150400000
1332285	189	4	1106064000000
693337	189	4	1105200000000
23474	189	5	1104508800000
1223504	189	4	1104681600000
2215180	189	4	1105372800000
658751	189	3	1106236800000
863458	189	2	1106582400000
1272379	209	3	1104854400000
225527	209	4	1105545600000
85885	231	4	1105200000000
1111814	232	3	1106064000000
285301	275	5	1105113600000
1439558	275	3	1106064000000
875962	275	4	1106582400000
1252436	280	4	1106064000000
2058716	280	3	1105545600000
887273	305	3	1106496000000
1272379	305	1	1105113600000
1798758	305	3	1105459200000
177755	305	4	1106841600000
1656284	338	4	1106064000000
2285616	357	3	1104681600000
1932399	357	1	1105459200000
1272379	357	3	1105113600000
2215348	357	4	1106064000000
991125	357	1	1106582400000
1009885	357	3	1106150400000
264046	357	3	1106668800000
588846	357	3	1106064000000
976327	357	4	1106150400000
1338981	357	5	1106150400000
1253172	357	3	1104768000000
2418086	357	3	1105200000000
228048	357	4	1105459200000
1352891	357	5	1104940800000
2591003	357	4	1106064000000
2403820	357	4	1107100800000
2159311	357	3	1106668800000
1687677	357	4	1107100800000
1751103	357	3	1106409600000
2615895	357	4	1105113600000
266830	357	3	1104768000000
1980244	357	4	1107100800000
1884871	357	4	1104681600000
1816485	357	4	1104768000000
2332215	357	5	1105286400000
1310703	357	1	1106150400000
1776294	357	4	1106150400000
1389426	367	2	1105459200000
1478728	367	3	1104681600000
1798758	367	4	1107100800000
2378112	367	1	1106928000000
1440284	367	3	1107014400000
1561960	367	3	1106150400000
767231	367	3	1105372800000
864431	367	3	1105286400000
1272379	368	4	1106064000000
1561960	368	1	1106150400000
1272379	387	1	1106064000000
1754091	401	5	1106409600000
1730470	431	3	1106064000000
1262887	456	5	1104681600000
1382764	456	4	1106582400000
552103	457	4	1106150400000
62801	457	2	1104681600000
1121922	457	3	1105200000000
2640818	457	4	1107100800000
1520169	457	5	1106064000000
1091620	457	4	1104854400000
1757206	457	4	1105113600000
2247064	457	4	1104768000000
378491	457	1	1104768000000
2074899	457	4	1105372800000
1716011	457	3	1106928000000
1272379	457	4	1104940800000
184279	457	2	1106496000000
1846951	457	5	1106668800000
1773232	457	3	1106323200000
611836	457	3	1106668800000
568415	457	4	1106064000000
58489	457	5	1106409600000
2215348	457	5	1106064000000
1552467	457	4	1105286400000
675798	457	5	1105459200000
1009885	457	5	1106064000000
110308	457	4	1106150400000
18384	457	3	1105286400000
1907591	457	5	1105113600000
2618624	457	3	1104681600000
933377	457	3	1106928000000
1770637	457	1	1104681600000
99820	457	4	1105459200000
1439677	457	5	1106841600000
758390	457	4	1107100800000
1223504	457	4	1104681600000
30637	457	5	1106064000000
962544	457	2	1106323200000
177755	457	5	1106582400000
264046	457	3	1106668800000
1849153	457	3	1106323200000
2487358	457	2	1106064000000
526953	457	3	1106668800000
2468139	457	3	1107100800000
2201114	457	4	1104768000000
445508	457	5	1104681600000
1192637	457	5	1106668800000
1138277	457	5	1106668800000
2159311	457	4	1106668800000
2639116	457	2	1104681600000
1494747	457	4	1105459200000
517134	457	5	1104768000000
1561960	457	5	1106150400000
205332	457	5	1107100800000
1865678	457	3	1106064000000
22758	457	4	1106496000000
1816485	457	4	1104768000000
952147	457	4	1105545600000
2439220	457	3	1104854400000
871641	457	5	1105200000000
841045	457	3	1106755200000
2344457	457	3	1104595200000
1460269	457	3	1105286400000
285948	457	4	1106409600000
2551846	457	3	1106582400000
1234398	459	3	1104681600000
1299132	459	1	1106755200000
1984315	459	4	1104768000000
1263634	459	3	1106064000000
110308	467	5	1106236800000
689845	481	4	1105286400000
1214416	494	5	1104940800000
1362065	494	4	1105113600000
110308	494	4	1106150400000
1437156	494	3	1104768000000
1322507	494	4	1104854400000
1656284	494	5	1106064000000
1223504	494	3	1104681600000
1901682	494	4	1105027200000
2201114	494	4	1104681600000
1111814	494	3	1106064000000
2446699	494	4	1104768000000
2430267	494	5	1105545600000
1160577	494	3	1106064000000
2492488	494	3	1104595200000
1286838	494	2	1106064000000
1207465	494	5	1107100800000
326545	494	4	1105372800000
2344457	494	4	1104595200000
663990	501	5	1106496000000
1713019	501	4	1104508800000
1652323	501	3	1106064000000
1798758	501	4	1105459200000
976327	501	5	1106150400000
1252436	501	4	1106064000000
876962	501	4	1107100800000
1272379	514	1	1106064000000
2324305	538	4	1106409600000
177755	550	3	1106755200000
621429	600	4	1106323200000
1387496	607	5	1107014400000
1245270	607	4	1106064000000
980410	607	3	1105113600000
2411060	607	3	1106064000000
1362065	607	3	1105113600000
494879	607	2	1105113600000
1520169	607	3	1106409600000
2143069	607	4	1106064000000
235865	607	5	1106409600000
2215348	607	4	1106064000000
110308	607	4	1106236800000
577027	607	3	1104768000000
254490	607	3	1105459200000
23474	607	4	1104508800000
1798758	607	2	1105459200000
659133	607	4	1107014400000
1223504	607	3	1104681600000
2380667	607	5	1106409600000
177755	607	3	1106582400000
1907441	607	2	1106496000000
1901682	607	4	1106582400000
2201114	607	3	1104940800000
1273651	607	1	1106236800000
2418086	607	3	1106496000000
1054773	607	4	1106150400000
1352891	607	3	1105027200000
2147527	607	3	1106841600000
131643	607	4	1104768000000
639583	607	3	1106064000000
220296	607	4	1104940800000
1160577	607	3	1106064000000
279774	607	4	1106841600000
1736437	607	3	1106496000000
1141339	607	3	1104595200000
326545	607	3	1105286400000
626466	607	5	1106064000000
952147	607	3	1105545600000
871641	607	3	1106323200000
693337	628	5	1104940800000
2366007	636	5	1106496000000
1362065	636	4	1105113600000
660636	636	4	1106064000000
1623074	636	4	1106150400000
326545	636	3	1105372800000
1111814	643	3	1105545600000
227799	657	4	1106496000000
1607047	681	5	1105459200000
1245270	692	3	1106064000000
1501569	692	4	1105113600000
1839647	692	2	1106409600000
577027	692	3	1104768000000
1166400	692	2	1104768000000
1417182	692	4	1104681600000
1111814	692	3	1105027200000
2418086	692	2	1104940800000
2147527	692	3	1106755200000
517134	692	4	1105286400000
2189876	692	4	1105027200000
1816485	692	3	1105286400000
871641	692	3	1106323200000
2366007	705	4	1106496000000
552103	705	4	1106150400000
1245270	705	2	1106064000000
1362065	705	3	1105372800000
2575943	705	3	1106409600000
1599855	705	2	1105286400000
2215348	705	4	1106064000000
991125	705	5	1106582400000
693337	705	4	1104940800000
110308	705	5	1106150400000
1701583	705	4	1106064000000
23474	705	5	1104508800000
1262887	705	5	1104681600000
658751	705	4	1106236800000
2459354	705	4	1106928000000
1111814	705	4	1106064000000
2418086	705	3	1106496000000
227647	705	5	1106064000000
2147527	705	4	1106755200000
1836648	705	5	1106496000000
1141339	705	4	1106496000000
326545	705	3	1105372800000
1776294	705	3	1107014400000
1272379	707	1	1106064000000
1559075	707	5	1104854400000
552103	708	4	1106150400000
1245270	708	3	1106064000000
980410	708	4	1105113600000
25487	708	4	1105200000000
382234	708	4	1106496000000
2179142	708	4	1106582400000
577027	708	3	1104768000000
33942	708	4	1106064000000
1016386	708	3	1107014400000
30637	708	4	1106064000000
1848257	708	3	1106064000000
177755	708	4	1106582400000
425442	708	1	1104681600000
2243977	708	3	1106064000000
1111814	708	4	1106064000000
660636	708	5	1106064000000
235971	708	3	1107100800000
1586463	708	4	1105286400000
1836648	708	1	1106496000000
1406277	708	3	1104681600000
1160577	708	3	1106064000000
2189876	708	2	1105027200000
1816485	708	4	1104768000000
50316	708	5	1106150400000
1087968	722	4	1106150400000
2404291	722	5	1107100800000
454348	722	5	1104681600000
25487	723	3	1106064000000
2147527	723	3	1107100800000
517134	723	3	1105286400000
1374884	746	3	1106236800000
2465662	746	2	1105372800000
705904	746	3	1106841600000
2195339	746	4	1105027200000
2259648	746	5	1106150400000
1576028	746	3	1104940800000
753673	746	5	1107100800000
1352891	746	4	1104940800000
1586463	746	4	1105459200000
225527	746	3	1105545600000
1272379	752	5	1104854400000
611836	752	5	1104940800000
225527	752	4	1105545600000
2550506	753	4	1106755200000
582486	753	4	1105459200000
1272379	774	1	1105113600000
350152	775	5	1105372800000
1798758	819	1	1106064000000
659133	819	4	1106841600000
177755	819	3	1106582400000
2147527	819	3	1106841600000
1106240	819	3	1106064000000
443572	831	4	1106668800000
2036365	831	2	1105545600000
76023	831	3	1106150400000
786667	831	3	1106150400000
1362065	833	3	1105372800000
1561960	833	1	1106150400000
535177	859	5	1106064000000
1223504	859	3	1104681600000
1754091	859	5	1106409600000
326545	859	3	1105372800000
1561960	898	1	1106150400000
2242800	919	3	1105286400000
2181201	919	1	1106064000000
2332215	919	3	1105286400000
18384	953	5	1105545600000
2160787	955	3	1105027200000
1362065	962	2	1105372800000
977108	962	4	1105459200000
177755	962	2	1106582400000
1751103	962	1	1104768000000
2407926	962	4	1104768000000
1717581	962	3	1106668800000
753987	967	3	1104768000000
1322507	978	3	1105286400000
2331112	978	3	1105027200000
1599855	1001	2	1106668800000
644913	1001	3	1105372800000
383858	1042	1	1105286400000
1901682	1062	3	1104854400000
2366007	1066	4	1106496000000
1362065	1066	5	1105372800000
1599855	1066	3	1106668800000
1374884	1066	3	1104508800000
1534100	1066	4	1105027200000
1662098	1066	4	1105372800000
177755	1066	3	1106582400000
2474837	1066	4	1105286400000
737123	1066	5	1106064000000
2201114	1066	4	1104940800000
1122249	1066	5	1106409600000
1586463	1066	5	1105286400000
2147527	1066	3	1106928000000
786667	1066	4	1106150400000
1836648	1066	3	1106496000000
225527	1066	3	1105545600000
1498221	1066	4	1106150400000
754104	1066	4	1106496000000
1797238	1066	5	1104508800000
2344457	1066	4	1104595200000
539054	1066	4	1106582400000
1272379	1068	4	1105113600000
2333850	1068	3	1106496000000
1093757	1068	3	1105459200000
780963	1068	4	1106755200000
301665	1071	2	1104508800000
2640818	1104	3	1104768000000
177755	1104	3	1106841600000
2615895	1104	4	1106064000000
1245270	1123	4	1106064000000
177755	1123	3	1106582400000
1272379	1155	3	1106755200000
1561960	1155	1	1106150400000
1137851	1182	4	1105286400000
1984315	1195	4	1104768000000
2366007	1202	5	1106064000000
1245270	1202	2	1106064000000
1362065	1202	4	1105113600000
2577151	1202	3	1106150400000
1234398	1202	4	1105200000000
1839647	1202	5	1106409600000
1016579	1202	2	1104595200000
